source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,Cancer
CORUM,CORUM:5450,Mediator complex,0.016580535395291467,True,Mediator complex,27,6321,25,9916,0.003955070400253125,0.9259259259259259,query_1,['CORUM:0000000'],"['MED7', 'MED26', 'MED29', 'MED22', 'MED1', 'MED16', 'OPA1', 'MED27', 'MED8', 'MED25', 'MED23', 'MED6', 'MED21', 'MED19', 'MED18', 'MED20', 'MED10', 'MED31', 'MED15', 'MED14', 'MED24', 'MED17', 'MED30', 'MED13L', 'MED13']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
HP,HP:0000444,Convex nasal ridge,0.0180995133161174,True,"Nasal ridge curving anteriorly to an imaginary line that connects the nasal root and tip. The nose appears often also prominent, and the columella low.",46,508,13,9916,0.025590551181102362,0.2826086956521739,query_1,['HP:0011119'],"['KLHL7', 'NSD2', 'CENPE', 'GRIP1', 'CEP152', 'MEIS2', 'ZMPSTE24', 'CSGALNACT1', 'VPS13B', 'FGFR3', 'BANF1', 'RBBP8', 'EFEMP2']","[['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP']]",CCRCC
CORUM,CORUM:1198,TIN2 complex,0.018598124075918713,True,TIN2 complex,4,1645,4,9916,0.0024316109422492403,1.0,query_1,['CORUM:0000000'],"['POT1', 'TINF2', 'ACD', 'TERF2']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:6816,ULK1-ATG13-ATG14-PIK3C3 complex,0.021154163693172242,True,ULK1-ATG13-ATG14-PIK3C3 complex,3,604,3,9916,0.004966887417218543,1.0,query_1,['CORUM:0000000'],"['ULK1', 'ATG14', 'PIK3C3']","[['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:2581,RasGAP-AURKA-survivin complex,0.022106383286354222,True,RasGAP-AURKA-survivin complex,3,173,2,9916,0.011560693641618497,0.6666666666666666,query_1,['CORUM:0000000'],"['AURKA', 'BIRC5']","[['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:6740,AURKA-INPP5E complex,0.024834180650131266,True,AURKA-INPP5E complex,2,5,1,9916,0.2,0.5,query_1,['CORUM:0000000'],['AURKA'],[['CORUM']],CCRCC
CORUM,CORUM:6412,AURKA-HDAC6 cilia-disassembly complex,0.024834180650131266,True,AURKA-HDAC6 cilia-disassembly complex,2,5,1,9916,0.2,0.5,query_1,['CORUM:0000000'],['AURKA'],[['CORUM']],CCRCC
CORUM,CORUM:2579,"Chromosomal passenger complex CPC (INCENP, BIRC5, AURKB)",0.02554133412103525,True,"Chromosomal passenger complex CPC (INCENP, BIRC5, AURKB)",3,186,2,9916,0.010752688172043012,0.6666666666666666,query_1,['CORUM:0000000'],"['BIRC5', 'AURKB']","[['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:1116,CRM1-Survivin-AuroraB mitotic complex,0.02554133412103525,True,CRM1-Survivin-AuroraB mitotic complex,3,186,2,9916,0.010752688172043012,0.6666666666666666,query_1,['CORUM:0000000'],"['BIRC5', 'AURKB']","[['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:6756,RasGAP-AURKB-survivin complex,0.02554133412103525,True,RasGAP-AURKB-survivin complex,3,186,2,9916,0.010752688172043012,0.6666666666666666,query_1,['CORUM:0000000'],"['BIRC5', 'AURKB']","[['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:6184,AuroraB-AuroraC-INCENP complex,0.02554133412103525,True,AuroraB-AuroraC-INCENP complex,3,186,2,9916,0.010752688172043012,0.6666666666666666,query_1,['CORUM:0000000'],"['AURKA', 'AURKB']","[['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:2582,"Chromosomal passenger complex CPC (CDCA8, AURKB, BIRC5)",0.02554133412103525,True,"Chromosomal passenger complex CPC (CDCA8, AURKB, BIRC5)",3,186,2,9916,0.010752688172043012,0.6666666666666666,query_1,['CORUM:0000000'],"['BIRC5', 'AURKB']","[['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:288,ARC complex,0.02854922331521105,True,ARC complex,15,6321,15,9916,0.0023730422401518746,1.0,query_1,['CORUM:0000000'],"['CDK8', 'MED7', 'MED26', 'MED1', 'MED25', 'MED23', 'MED6', 'MED21', 'MED12', 'CCNC', 'MED15', 'MED14', 'MED24', 'MED17', 'MED13']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:927,CENP-A NAC complex,0.029799513652097622,True,CENP-A NAC complex,4,2,1,9916,0.5,0.25,query_1,['CORUM:0000000'],['CENPM'],[['CORUM']],CCRCC
CORUM,CORUM:1335,SNW1 complex,0.02988116752486634,True,SNW1 complex,17,4973,15,9916,0.0030162879549567667,0.8823529411764706,query_1,['CORUM:0000000'],"['UBR5', 'EEF1G', 'PRPF8', 'HNRNPU', 'DDB1', 'CDC5L', 'EFTUD2', 'SFPQ', 'SNRNP200', 'HSPA5', 'MSH2', 'EEF1A1', 'DDX23', 'PFKL', 'SNW1']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:1332,Large Drosha complex,0.030361550314496624,True,Large Drosha complex,20,6249,19,9916,0.003040486477836454,0.95,query_1,['CORUM:0000000'],"['TARDBP', 'HNRNPUL1', 'ILF2', 'HNRNPU', 'HNRNPM', 'SRPK1', 'RALY', 'DROSHA', 'DDX3X', 'DDX5', 'TAF15', 'ILF3', 'DDX17', 'EWSR1', 'HNRNPH1', 'DGCR8', 'HNRNPDL', 'DHX15', 'FUS']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:81,"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)",0.03147256789220569,True,"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)",4,1876,4,9916,0.0021321961620469083,1.0,query_1,['CORUM:0000000'],"['SKP1', 'CUL7', 'FBXW8', 'RBX1']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:305,"40S ribosomal subunit, cytoplasmic",0.032544333995948166,True,"40S ribosomal subunit, cytoplasmic",33,6221,29,9916,0.004661629963028452,0.8787878787878788,query_1,['CORUM:0000000'],"['RPS2', 'RPS28', 'RPS21', 'RPS4X', 'RPS18', 'RPS23', 'RPS6', 'RPS17', 'RPS19', 'RPS26', 'RPS25', 'RPS3', 'RPS15A', 'FAU', 'RPS12', 'RPS20', 'RPS5', 'RPS7', 'RPS10', 'RPS13', 'RPS11', 'RPS27', 'RPS3A', 'RPS29', 'RPS27A', 'RPS14', 'RPS15', 'RPS24', 'RPS16']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:7243,AURKA-HRAS-RAF1 complex,0.03724375685109153,True,AURKA-HRAS-RAF1 complex,3,5,1,9916,0.2,0.3333333333333333,query_1,['CORUM:0000000'],['AURKA'],[['CORUM']],CCRCC
CORUM,CORUM:631,Tacc1-chTOG-AuroraA  complex,0.03724375685109153,True,Tacc1-chTOG-AuroraA  complex,3,5,1,9916,0.2,0.3333333333333333,query_1,['CORUM:0000000'],['AURKA'],[['CORUM']],CCRCC
CORUM,CORUM:3066,"RNA polymerase II complex, chromatin structure modifying",0.0379972171233008,True,"RNA polymerase II complex, chromatin structure modifying",12,3711,10,9916,0.0026946914578280788,0.8333333333333334,query_1,['CORUM:0000000'],"['KAT2B', 'CDK8', 'SMARCB1', 'GTF2F1', 'SMARCA2', 'MED21', 'SMARCA4', 'GTF2B', 'GTF2H3', 'CCNC']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:1230,WINAC complex,0.038521637096139615,True,WINAC complex,14,4333,12,9916,0.0027694438033694898,0.8571428571428571,query_1,['CORUM:0000000'],"['VDR', 'SMARCB1', 'SMARCD1', 'SMARCA2', 'SMARCE1', 'ARID1A', 'SMARCC2', 'SMARCA4', 'CHAF1A', 'TOP2B', 'SUPT16H', 'BAZ1B']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:86,NUMAC complex (nucleosomal methylation activator complex),0.041234454173446865,True,NUMAC complex (nucleosomal methylation activator complex),10,2998,8,9916,0.00266844563042028,0.8,query_1,['CORUM:0000000'],"['SMARCB1', 'SMARCD1', 'SMARCE1', 'CARM1', 'ARID1A', 'ACTB', 'SMARCC2', 'SMARCA4']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:287,ARC-L complex,0.044822325870813355,True,ARC-L complex,14,6321,14,9916,0.0022148394241417496,1.0,query_1,['CORUM:0000000'],"['CDK8', 'MED7', 'MED1', 'MED25', 'MED23', 'MED6', 'MED21', 'MED12', 'CCNC', 'MED15', 'MED14', 'MED24', 'MED17', 'MED13']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:1204,Rap1 complex,0.04809153794498315,True,Rap1 complex,7,1645,5,9916,0.00303951367781155,0.7142857142857143,query_1,['CORUM:0000000'],"['POT1', 'TINF2', 'TERF1', 'ACD', 'TERF2']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:728,CSA-POLIIa complex,0.0486322842267737,True,CSA-POLIIa complex,11,3036,9,9916,0.0029644268774703555,0.8181818181818182,query_1,['CORUM:0000000'],"['ERCC8', 'COPS3', 'COPS5', 'COPS8', 'DDB1', 'RBX1', 'COPS4', 'COPS7A', 'GPS1']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:727,CSA complex,0.0486322842267737,True,CSA complex,11,3036,9,9916,0.0029644268774703555,0.8181818181818182,query_1,['CORUM:0000000'],"['ERCC8', 'COPS3', 'COPS5', 'COPS8', 'DDB1', 'RBX1', 'COPS4', 'COPS7A', 'GPS1']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:306,"Ribosome, cytoplasmic",3.8019893417210507e-06,True,"Ribosome, cytoplasmic",77,6741,76,9211,0.011274291648123424,0.987012987012987,query_1,['CORUM:0000000'],"['RPL7', 'RPL15', 'RPS23', 'RPS12', 'RPL19', 'RPL12', 'RPL22', 'RPS18', 'RPL27', 'RPL35', 'RPL9', 'RPS10', 'RPL23', 'RPL13', 'RPL36A', 'RPL32', 'RPS5', 'RPLP0', 'RPS15', 'RPS17', 'RPL3', 'RPSA', 'RPLP1', 'RPL36', 'RPL35A', 'RPS3', 'RPS11', 'RPL34', 'RPL14', 'RPS3A', 'RPS2', 'RPS26', 'RPS4X', 'RPL11', 'RPL24', 'RPLP2', 'RPL29', 'RPL18', 'RPS24', 'RPS27A', 'RPL4', 'RPS7', 'UBA52', 'RPS6', 'RPS20', 'RPL7A', 'RPS19', 'RPL21', 'RPS16', 'RPL17', 'RPL10A', 'RPS8', 'RPL38', 'RPS14', 'RPL10', 'RPL18A', 'RPL23A', 'RPS13', 'FAU', 'RPS25', 'RPS9', 'RPL8', 'RPS28', 'RPL28', 'RPS29', 'RPL37', 'RPL13A', 'RPL30', 'RPS21', 'RPL31', 'RPL27A', 'RPL6', 'RPL26', 'RPS27', 'RPS15A', 'RPL37A']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",Endometrial
CORUM,CORUM:351,Spliceosome,0.0002782655983261124,True,Spliceosome,139,7240,129,9211,0.01781767955801105,0.9280575539568345,query_1,['CORUM:0000000'],"['SART1', 'LSM3', 'CDC5L', 'SLU7', 'DDX3X', 'SMNDC1', 'ACIN1', 'THOC5', 'SRRT', 'U2SURP', 'DNAJC8', 'CRNKL1', 'LSM6', 'CTNNBL1', 'DDX39B', 'THOC1', 'SF3A3', 'SRSF11', 'PRPF4B', 'SF3B2', 'THOC7', 'PRPF8', 'DDX5', 'RBM25', 'PPIL2', 'SRSF6', 'CACTIN', 'MTREX', 'PRPF6', 'SRRM2', 'LSM7', 'MOV10', 'PAXBP1', 'AQR', 'SMU1', 'PLRG1', 'CWC22', 'NCBP1', 'SF3B6', 'TRIR', 'DHX16', 'DDX46', 'PUF60', 'THOC2', 'EIF4A3', 'USP39', 'DDX17', 'SNRNP70', 'SNRNP40', 'MFAP1', 'TFIP11', 'TXNL4A', 'SRSF9', 'U2AF1', 'THOC6', 'LUC7L3', 'SRSF7', 'DDX23', 'CIRBP', 'CPSF6', 'SF3A1', 'SNU13', 'SYF2', 'BUD31', 'SNRNP200', 'PPIH', 'DHX38', 'SNRPE', 'SF3B1', 'ISY1', 'SNRPB2', 'SPEN', 'SF1', 'SNRPG', 'U2AF2', 'IK', 'WTAP', 'ESS2', 'TCERG1', 'PRPF18', 'PRPF31', 'BCAS2', 'CWC15', 'RBM39', 'PRPF19', 'SF3A2', 'NUDT21', 'DHX9', 'SF3B4', 'CFAP20', 'RNPS1', 'ZNF207', 'NCBP2', 'SRSF5', 'PABPC1', 'SNRPF', 'PRPF4', 'SRRM1', 'PPWD1', 'LSM2', 'VIRMA', 'HTATSF1', 'SF3B3', 'DHX15', 'SNRNP27', 'PPIL1', 'XAB2', 'LSM4', 'DHX8', 'SNRPD1', 'RBM17', 'SRSF3', 'SNRPA', 'PRPF3', 'SNW1', 'SNRPD2', 'RBM8A', 'THOC3', 'PPIL3', 'EFTUD2', 'DDX41', 'SRSF2', 'SRSF1', 'RBM22', 'SNRPC', 'CD2BP2', 'SNRPA1', 'RBM15', 'WBP11']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",Endometrial
