source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:BP,GO:0044786,cell cycle DNA replication,5.013074019188591e-05,True,"""The DNA-dependent DNA replication that takes place as part of the cell cycle."" [GOC:mtg_cell_cycle]",57,1119,24,12414,0.021447721179624665,0.42105263157894735,query_1,"['GO:0006261', 'GO:0022402']","['BLM', 'GINS3', 'PCNA', 'RFC1', 'WRN', 'ATRX', 'PRIM1', 'DSCC1', 'POLA2', 'GINS1', 'MCM3', 'MCM7', 'RFC5', 'MCM5', 'MCM4', 'CHTF18', 'MCM2', 'POLA1', 'ZPR1', 'LIG1', 'POLD3', 'MCM6', 'POLD2', 'ORC3']","[['TAS'], ['IBA'], ['ISS', 'TAS'], ['TAS'], ['TAS'], ['ISS'], ['TAS'], ['TAS'], ['TAS'], ['IBA'], ['IBA'], ['IBA'], ['TAS'], ['IBA'], ['IBA'], ['TAS'], ['IBA'], ['IBA', 'TAS'], ['ISS'], ['IBA'], ['TAS'], ['IBA'], ['TAS'], ['IBA']]"
GO:BP,GO:0000819,sister chromatid segregation,5.34961379807687e-05,True,"""The cell cycle process in which sister chromatids are organized and then physically separated and apportioned to two or more sets."" [GOC:ai, GOC:elh]",164,708,36,12414,0.05084745762711865,0.21951219512195122,query_1,"['GO:0051276', 'GO:0098813']","['TRIP13', 'ZWINT', 'NCAPD3', 'KIFC1', 'PRC1', 'NDC80', 'KIF2C', 'NCAPG2', 'SMC2', 'CENPF', 'DLGAP5', 'UBE2C', 'CSNK2A2', 'MAD2L1', 'CDK1', 'KIF23', 'CCNB1', 'AURKB', 'TOP2A', 'PLK1', 'LCMT1', 'ATRX', 'CHMP1B', 'NUMA1', 'DSCC1', 'RACGAP1', 'AKAP8L', 'HDAC8', 'LATS1', 'BUB1B', 'DYNC1LI1', 'NUSAP1', 'CHMP7', 'CHMP2A', 'POGZ', 'BOD1']","[['IMP'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IMP', 'NAS'], ['IBA', 'TAS'], ['IMP', 'IBA', 'TAS'], ['IMP'], ['IBA', 'TAS'], ['IDA', 'TAS'], ['NAS'], ['NAS'], ['IBA'], ['TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['TAS'], ['IMP', 'IBA', 'TAS'], ['IMP', 'IBA', 'TAS'], ['IDA', 'IMP', 'TAS'], ['IBA'], ['IDA', 'IMP', 'TAS'], ['IMP'], ['IMP'], ['IMP'], ['IMP'], ['IMP', 'IBA'], ['IDA'], ['IMP'], ['IMP'], ['IDA'], ['IBA'], ['IMP'], ['IDA', 'IBA'], ['IMP'], ['IMP'], ['IMP'], ['IMP']]"
GO:BP,GO:0000070,mitotic sister chromatid segregation,5.379024742495935e-05,True,"""The cell cycle process in which replicated homologous chromosomes are organized and then physically separated and apportioned to two sets during the mitotic cell cycle. Each replicated chromosome, composed of two sister chromatids, aligns at the cell equator, paired with its homologous partner. One homolog of each morphologic type goes into each of the resulting chromosome sets."" [GOC:ai, GOC:jl]",142,708,33,12414,0.046610169491525424,0.2323943661971831,query_1,"['GO:0000819', 'GO:0140014', 'GO:1903047']","['TRIP13', 'ZWINT', 'NCAPD3', 'KIFC1', 'PRC1', 'NDC80', 'KIF2C', 'NCAPG2', 'SMC2', 'CENPF', 'DLGAP5', 'UBE2C', 'CSNK2A2', 'MAD2L1', 'CDK1', 'KIF23', 'CCNB1', 'AURKB', 'PLK1', 'LCMT1', 'ATRX', 'CHMP1B', 'NUMA1', 'DSCC1', 'RACGAP1', 'AKAP8L', 'BUB1B', 'DYNC1LI1', 'NUSAP1', 'CHMP7', 'CHMP2A', 'POGZ', 'BOD1']","[['IMP'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IMP', 'NAS'], ['IBA', 'TAS'], ['IMP', 'IBA', 'TAS'], ['IMP'], ['IBA', 'TAS'], ['IDA', 'TAS'], ['NAS'], ['NAS'], ['IBA'], ['TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['TAS'], ['IMP', 'IBA', 'TAS'], ['IMP', 'IBA', 'TAS'], ['IDA', 'IMP', 'TAS'], ['IDA', 'IMP', 'TAS'], ['IMP'], ['IMP'], ['IMP'], ['IMP'], ['IMP', 'IBA'], ['IDA'], ['IMP'], ['IBA'], ['IMP'], ['IDA', 'IBA'], ['IMP'], ['IMP'], ['IMP'], ['IMP']]"
GO:BP,GO:0007093,mitotic cell cycle checkpoint signaling,6.082065980665823e-05,True,"""A signaling process that ensures accurate chromosome replication and segregation by preventing progression through a mitotic cell cycle until conditions are suitable for the cell to proceed to the next stage."" [GOC:mtg_cell_cycle]",122,223,17,12414,0.07623318385650224,0.13934426229508196,query_1,"['GO:0000075', 'GO:0045930', 'GO:1903047']","['TRIP13', 'ZWINT', 'CHEK1', 'NDC80', 'BLM', 'TP53', 'TOPBP1', 'CHEK2', 'CENPF', 'CARM1', 'MDC1', 'MAD2L1', 'PCNA', 'CDK1', 'CCNB1', 'EP300', 'AURKB']","[['IMP'], ['IDA'], ['IMP'], ['IMP'], ['IDA'], ['IMP', 'TAS'], ['IBA'], ['IBA', 'TAS'], ['NAS'], ['TAS'], ['TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['TAS'], ['IBA', 'TAS'], ['IMP', 'TAS'], ['TAS'], ['ISS']]"
GO:BP,GO:0033260,nuclear DNA replication,7.089758543178998e-05,True,"""The DNA-dependent DNA replication that occurs in the nucleus of eukaryotic organisms as part of the cell cycle."" [GOC:mtg_cell_cycle]",56,1119,23,12414,0.020554066130473638,0.4107142857142857,query_1,['GO:0044786'],"['BLM', 'GINS3', 'PCNA', 'RFC1', 'WRN', 'ATRX', 'PRIM1', 'DSCC1', 'POLA2', 'GINS1', 'MCM3', 'MCM7', 'RFC5', 'MCM5', 'MCM4', 'CHTF18', 'MCM2', 'POLA1', 'LIG1', 'POLD3', 'MCM6', 'POLD2', 'ORC3']","[['TAS'], ['IBA'], ['ISS', 'TAS'], ['TAS'], ['TAS'], ['ISS'], ['TAS'], ['TAS'], ['TAS'], ['IBA'], ['IBA'], ['IBA'], ['TAS'], ['IBA'], ['IBA'], ['TAS'], ['IBA'], ['IBA', 'TAS'], ['IBA'], ['TAS'], ['IBA'], ['TAS'], ['IBA']]"
GO:BP,GO:0007051,spindle organization,8.20183877232254e-05,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the spindle, the array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during DNA segregation and serves to move the duplicated chromosomes apart."" [GOC:go_curators, GOC:mah]",213,223,21,12414,0.09417040358744394,0.09859154929577464,query_1,"['GO:0000226', 'GO:0022402']","['ZWINT', 'MAPRE1', 'KIF11', 'TPX2', 'KIFC1', 'EZR', 'PRC1', 'NDC80', 'CLIP1', 'KIF2C', 'ERCC6L', 'ZWILCH', 'CHEK2', 'CENPF', 'INCENP', 'VCP', 'DLGAP5', 'MAD2L1', 'KIF23', 'CCNB1', 'AURKB']","[['TAS'], ['IBA', 'TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IDA', 'ISS', 'IBA'], ['IMP', 'IBA'], ['IMP'], ['IBA', 'TAS'], ['IMP', 'TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['IMP'], ['TAS'], ['IBA', 'TAS'], ['IBA'], ['IBA'], ['TAS'], ['IMP', 'IBA', 'TAS'], ['IMP'], ['IMP', 'IBA', 'TAS']]"
GO:BP,GO:0007059,chromosome segregation,0.0002703005353292499,True,"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:jl, GOC:mah, GOC:mtg_cell_cycle, GOC:vw]",231,708,45,12414,0.0635593220338983,0.19480519480519481,query_1,['GO:0009987'],"['TRIP13', 'ZWINT', 'NCAPD3', 'KIFC1', 'PRC1', 'NDC80', 'KIF2C', 'NCAPG2', 'SMC2', 'CENPF', 'INCENP', 'DLGAP5', 'UBE2C', 'CSNK2A2', 'MAD2L1', 'CDK1', 'RECQL5', 'KIF23', 'CCNB1', 'AURKB', 'TOP2A', 'PLK1', 'LCMT1', 'ATRX', 'CHMP1B', 'SPC25', 'NUMA1', 'MKI67', 'SRPK1', 'DSCC1', 'RACGAP1', 'AKAP8L', 'HDAC8', 'LATS1', 'SMARCAD1', 'BUB1B', 'DYNC1LI1', 'NUSAP1', 'CHMP7', 'ECT2', 'TLK1', 'CHMP2A', 'ERCC4', 'POGZ', 'BOD1']","[['IMP', 'ISS'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IMP', 'NAS'], ['IBA', 'TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IMP'], ['IBA', 'TAS'], ['IDA', 'TAS'], ['IDA', 'IMP', 'IBA', 'NAS'], ['IMP', 'IBA'], ['IBA', 'NAS'], ['IBA'], ['IMP', 'IBA', 'TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['TAS'], ['IMP'], ['IMP', 'IBA', 'TAS'], ['IMP', 'IBA', 'TAS'], ['IDA', 'IMP', 'TAS'], ['IMP', 'IBA'], ['IDA', 'IMP', 'TAS'], ['IMP'], ['IMP'], ['IMP'], ['IMP', 'IBA'], ['IMP'], ['IDA'], ['IDA'], ['IMP', 'IBA'], ['IDA', 'IMP'], ['IMP'], ['IMP'], ['IDA'], ['IMP'], ['IBA'], ['IMP'], ['IDA', 'IBA'], ['IMP'], ['IMP'], ['IBA'], ['IMP'], ['IBA'], ['IMP'], ['IMP']]"
GO:BP,GO:0022616,DNA strand elongation,0.0003185260253883932,True,"""The DNA metabolic process in which an existing DNA strand is extended by activities including the addition of nucleotides to the 3' end of the strand."" [GOC:isa_complete, GOC:mah]",23,1575,16,12414,0.010158730158730159,0.6956521739130435,query_1,['GO:0006259'],"['GINS3', 'PCNA', 'GINS1', 'MCM3', 'MCM7', 'MCM4', 'GINS2', 'POLA1', 'LIG1', 'POLD3', 'GINS4', 'POLD2', 'RAD50', 'RFC3', 'RFC4', 'LIG3']","[['TAS'], ['IBA'], ['IBA', 'TAS'], ['IBA'], ['IBA'], ['IBA'], ['TAS'], ['IDA', 'IMP', 'IBA'], ['IBA'], ['IBA'], ['TAS'], ['IBA'], ['IMP'], ['TAS'], ['TAS'], ['IBA']]"
GO:BP,GO:0044770,cell cycle phase transition,0.00032211877171411967,True,"""The cell cycle process by which a cell commits to entering the next cell cycle phase."" [GOC:mtg_cell_cycle]",473,239,35,12414,0.14644351464435146,0.07399577167019028,query_1,['GO:0022402'],"['TRIP13', 'ZWINT', 'MAPRE1', 'CHEK1', 'TPX2', 'PSMD10', 'TYMS', 'PPP2R2A', 'NDC80', 'USP28', 'BLM', 'CUL2', 'TP53', 'TOPBP1', 'CHEK2', 'GSPT1', 'CENPF', 'FBXL17', 'CARM1', 'ZFP36L2', 'ENSA', 'DLGAP5', 'UBE2C', 'CCNA2', 'MDC1', 'MAD2L1', 'YWHAG', 'ANLN', 'PCNA', 'CDK1', 'CCNB1', 'EP300', 'AURKB', 'TIPRL', 'APPL1']","[['IMP', 'IBA'], ['IDA'], ['TAS'], ['IDA', 'IMP'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['IMP'], ['IMP', 'IBA'], ['IDA'], ['TAS'], ['IMP', 'TAS'], ['IBA'], ['IMP', 'IBA', 'TAS'], ['TAS'], ['IMP', 'IBA', 'NAS'], ['IBA'], ['TAS'], ['ISS'], ['ISS'], ['NAS'], ['IMP', 'IBA', 'TAS'], ['IDA', 'IBA'], ['TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['TAS'], ['TAS'], ['TAS'], ['IMP', 'IBA', 'TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['TAS'], ['ISS'], ['IMP'], ['IDA']]"
GO:BP,GO:0044772,mitotic cell cycle phase transition,0.00032263555083182714,True,"""The cell cycle process by which a cell commits to entering the next mitotic cell cycle phase."" [GOC:mtg_cell_cycle]",418,223,31,12414,0.13901345291479822,0.07416267942583732,query_1,"['GO:0044770', 'GO:1903047']","['TRIP13', 'ZWINT', 'MAPRE1', 'CHEK1', 'TPX2', 'PSMD10', 'TYMS', 'PPP2R2A', 'NDC80', 'BLM', 'CUL2', 'TP53', 'TOPBP1', 'CHEK2', 'GSPT1', 'CENPF', 'FBXL17', 'CARM1', 'ZFP36L2', 'ENSA', 'DLGAP5', 'UBE2C', 'CCNA2', 'MAD2L1', 'YWHAG', 'ANLN', 'PCNA', 'CDK1', 'CCNB1', 'EP300', 'AURKB']","[['IMP'], ['IDA'], ['TAS'], ['IMP'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['IMP'], ['IDA'], ['TAS'], ['IMP', 'TAS'], ['IBA'], ['IMP', 'TAS'], ['TAS'], ['IMP', 'IBA', 'NAS'], ['IBA'], ['TAS'], ['ISS'], ['ISS'], ['NAS'], ['IMP', 'IBA', 'TAS'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['TAS'], ['TAS'], ['TAS'], ['IMP', 'IBA', 'TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['TAS'], ['ISS']]"
GO:BP,GO:0044282,small molecule catabolic process,0.0008269674933538649,True,"""The chemical reactions and pathways resulting in the breakdown of small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:vw]",326,3747,161,12414,0.0429677074993328,0.4938650306748466,query_1,"['GO:0009056', 'GO:0044281']","['XDH', 'ENTPD5', 'PGK1', 'AMACR', 'KHK', 'ACAD10', 'GCSH', 'MECR', 'GLYATL2', 'RIDA', 'LPIN1', 'SHMT2', 'MT3', 'EHHADH', 'NUDT1', 'FOXK1', 'PGAM1', 'ECI1', 'SLC27A4', 'ACOX3', 'LONP2', 'PTEN', 'OXCT1', 'CROT', 'GSTZ1', 'CTH', 'INPP1', 'ACOT8', 'MMAA', 'TKFC', 'GPI', 'LPIN2', 'LDHD', 'CYP4F11', 'INPP5K', 'PGM2L1', 'PON3', 'MPST', 'SDS', 'AKR1B10', 'ARG2', 'CARNMT1', 'HK2', 'GOT1', 'DDAH2', 'NUDT15', 'ACBD5', 'DPYD', 'ALDOC', 'OCRL', 'ENO1', 'TPI1', 'PFKP', 'CPT1A', 'GALT', 'PFKL', 'HGD', 'HACL1', 'ACSF3', 'GALM', 'PKM', 'NUDT18', 'NUDT9', 'PRODH', 'ENPP4', 'IDO1', 'NUDT19', 'UPP1', 'IMPA2', 'LPIN3', 'IRS2', 'IDNK', 'GAPDH', 'KYNU', 'GNPDA2', 'GLS', 'SYNJ1', 'IL4I1', 'ALDOA', 'MCAT', 'ADO', 'ENO3', 'ALDH3A2', 'AKT2', 'GLDC', 'NT5E', 'BDH1', 'QPRT', 'ACAA2', 'OAT', 'BCAT1', 'SHMT1', 'ATP2B4', 'ACADL', 'INPP5A', 'APOBEC3C', 'ILVBL', 'NOS3', 'HK1', 'DLST', 'ACADM', 'ACAD8', 'AASS', 'GSK3A', 'HSD17B10', 'DDAH1', 'HADHB', 'GLUD1', 'XYLB', 'GALE', 'SCARF1', 'ECI2', 'CRAT', 'HNMT', 'PNP', 'ETFB', 'ACADVL', 'TST', 'HYKK', 'IRS1', 'ALDH5A1', 'ENTPD1', 'HMGCL', 'DECR1', 'SORD', 'ALDH7A1', 'ADA', 'APOBEC3G', 'NT5C1A', 'BDH2', 'ECHS1', 'PFKM', 'ADAL', 'HIBCH', 'HK3', 'ACADS', 'ABCD3', 'TYMP', 'ALDH1L1', 'CRYM', 'ARG1', 'ALDH6A1', 'HIBADH', 'ALDH1A1', 'ACAT1', 'DBT', 'BCKDHB', 'MUT', 'MCCC1', 'ASPA', 'AMT', 'IVD', 'PCCA', 'ACADSB', 'ETFDH', 'SULT1B1', 'ECHDC2', 'CRYL1', 'CYP27A1', 'ABAT', 'PHYH']","[['IDA'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['IBA', 'TAS'], ['TAS'], ['IDA'], ['TAS'], ['ISS', 'IBA'], ['IBA'], ['ISS'], ['IDA', 'ISS', 'IBA', 'TAS', 'NAS'], ['TAS'], ['IDA'], ['TAS'], ['ISS', 'IBA', 'TAS', 'NAS'], ['IBA'], ['IBA', 'TAS'], ['IMP'], ['IDA'], ['TAS'], ['IDA', 'TAS'], ['IBA', 'TAS'], ['TAS'], ['IBA'], ['IDA', 'IBA', 'TAS'], ['TAS'], ['IBA', 'TAS'], ['TAS'], ['IBA'], ['IMP', 'IBA'], ['IDA', 'IBA'], ['IDA', 'IBA'], ['TAS'], ['IDA'], ['TAS'], ['IDA', 'IBA', 'TAS'], ['IDA'], ['IBA'], ['TAS'], ['TAS'], ['IDA'], ['TAS'], ['TAS'], ['TAS'], ['IDA', 'TAS'], ['TAS'], ['IBA'], ['IDA', 'IMP', 'TAS'], ['IBA', 'TAS'], ['IBA', 'TAS'], ['TAS'], ['IBA', 'TAS'], ['IBA', 'TAS'], ['IBA', 'TAS'], ['IDA', 'IBA', 'TAS'], ['IDA'], ['IBA'], ['TAS'], ['TAS'], ['TAS'], ['IBA', 'TAS'], ['IDA'], ['IBA', 'TAS'], ['TAS'], ['IDA', 'TAS'], ['IDA', 'IBA'], ['IBA'], ['IMP'], ['IBA'], ['TAS'], ['IMP', 'IBA', 'TAS'], ['IBA'], ['IDA', 'IBA', 'NAS'], ['ISS', 'IBA'], ['IDA', 'IBA'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['IMP'], ['IDA', 'IBA', 'TAS'], ['TAS'], ['TAS'], ['IDA', 'IBA'], ['IBA', 'TAS'], ['IBA'], ['TAS'], ['IDA', 'IBA'], ['IDA'], ['ISS', 'IBA', 'TAS'], ['IDA', 'IBA'], ['IDA'], ['IDA'], ['IDA', 'IBA'], ['TAS'], ['TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['TAS'], ['TAS', 'NAS'], ['IC'], ['IDA', 'TAS'], ['IDA', 'TAS'], ['IBA', 'TAS'], ['IDA', 'IBA'], ['TAS'], ['IDA', 'IBA', 'TAS'], ['IC'], ['ISS', 'TAS'], ['IDA', 'TAS'], ['TAS'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'ISS', 'TAS'], ['TAS'], ['TAS'], ['IMP'], ['IDA', 'IMP', 'TAS'], ['TAS'], ['IBA', 'TAS', 'NAS'], ['IDA', 'TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['TAS'], ['IDA', 'ISS', 'IBA'], ['IDA'], ['TAS'], ['IDA'], ['IDA', 'IBA', 'TAS'], ['IBA', 'TAS'], ['IBA'], ['IBA', 'TAS'], ['TAS'], ['IDA', 'IBA', 'TAS', 'IC'], ['IGI', 'IBA'], ['TAS'], ['TAS'], ['TAS'], ['IBA', 'TAS'], ['IMP', 'IBA', 'TAS'], ['IDA', 'IBA', 'TAS'], ['TAS'], ['IMP', 'IBA', 'TAS'], ['TAS'], ['IMP', 'IBA', 'TAS'], ['TAS'], ['ISS', 'TAS', 'NAS'], ['TAS'], ['IMP', 'IBA', 'TAS'], ['IDA', 'ISS', 'TAS'], ['TAS', 'IC'], ['IMP', 'TAS'], ['IMP'], ['IDA'], ['IBA'], ['TAS'], ['IDA'], ['IBA', 'TAS'], ['IDA', 'IBA', 'TAS']]"
GO:BP,GO:0000280,nuclear division,0.0010455417346107534,True,"""The division of a cell nucleus into two nuclei, with DNA and other nuclear contents distributed between the daughter nuclei."" [GOC:mah]",316,223,27,12414,0.1210762331838565,0.08544303797468354,query_1,['GO:0048285'],"['TRIP13', 'ZWINT', 'KIF11', 'CHEK1', 'NCAPD3', 'TPX2', 'KIFC1', 'PRC1', 'PPP2R2A', 'NDC80', 'KIF2C', 'NCAPG2', 'TDRKH', 'EMD', 'SMC2', 'CHEK2', 'CENPF', 'INCENP', 'DLGAP5', 'UBE2C', 'CSNK2A2', 'MAD2L1', 'ANLN', 'CDK1', 'KIF23', 'CCNB1', 'AURKB']","[['IMP', 'ISS', 'IBA'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IBA'], ['IDA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IDA', 'IBA'], ['IMP', 'IBA', 'NAS'], ['IBA', 'TAS'], ['TAS'], ['IMP', 'IBA', 'TAS'], ['IMP'], ['IBA', 'TAS'], ['ISS'], ['TAS'], ['IDA', 'TAS'], ['IMP'], ['NAS'], ['IBA'], ['NAS'], ['IMP', 'IBA', 'TAS'], ['TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['TAS'], ['TAS'], ['IMP', 'IBA', 'TAS'], ['IMP', 'IBA', 'TAS'], ['IDA', 'IMP', 'TAS']]"
GO:BP,GO:0006974,cellular response to DNA damage stimulus,0.00163100051232915,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to its DNA from environmental insults or errors during metabolism."" [GOC:go_curators]",628,1050,111,12414,0.10571428571428572,0.1767515923566879,query_1,['GO:0033554'],"['UBE2T', 'TRIP13', 'CHEK1', 'WDR70', 'PSMD10', 'HSF1', 'GNL1', 'USP28', 'PPIE', 'UBA6', 'BLM', 'TP53', 'USP7', 'TOPBP1', 'FANCI', 'USP16', 'UBQLN4', 'CHEK2', 'FXR1', 'USP10', 'CARM1', 'VCP', 'RBBP8', 'NSD2', 'MDC1', 'IGHMBP2', 'PCNA', 'CDK1', 'RECQL5', 'WDHD1', 'UNG', 'CCNB1', 'EP300', 'PRMT6', 'TIPRL', 'GTF2H1', 'PARG', 'PMS2', 'TOP2A', 'TFAP4', 'RFC1', 'TDG', 'WRN', 'MGME1', 'ATRX', 'COPS7B', 'SFPQ', 'EPHA2', 'DCUN1D5', 'POLR2H', 'CUL4A', 'ASH2L', 'PAK1', 'ARID2', 'MAPK8', 'RAD23B', 'CASP9', 'TFDP1', 'MCM3', 'MCM7', 'SMARCAD1', 'RFC5', 'CDK2', 'FMR1', 'MCM5', 'GTSE1', 'SMYD2', 'HMGA2', 'MCM4', 'GINS2', 'VCPIP1', 'FXR2', 'MCM2', 'ALKBH8', 'POLI', 'WAC', 'ERCC4', 'POLA1', 'SETD2', 'ARID3A', 'MSH3', 'MPG', 'BAK1', 'NUDT1', 'TONSL', 'ASF1A', 'FBXO6', 'CNOT7', 'MSH6', 'FTO', 'TLK2', 'CUL4B', 'SMARCAL1', 'UBE2E2', 'XIAP', 'ATR', 'LIG1', 'HPF1', 'SIRT1', 'GTF2I', 'OTUB1', 'HUWE1', 'POLD3', 'CNOT3', 'DYRK1A', 'CHD1L', 'MCM6', 'RNF168', 'PAXIP1', 'UBE2V2', 'BACH1']","[['IMP', 'IBA', 'TAS'], ['ISS'], ['IDA', 'IMP', 'ISS'], ['IBA'], ['IDA'], ['IMP'], ['IDA'], ['IDA', 'IMP', 'IBA'], ['TAS'], ['IBA'], ['IDA', 'IMP', 'IBA', 'NAS'], ['IDA', 'IMP', 'TAS'], ['IMP', 'TAS'], ['IDA', 'IBA', 'NAS'], ['TAS'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IBA'], ['IMP', 'IBA', 'TAS'], ['TAS'], ['IDA', 'IMP', 'ISS', 'TAS', 'NAS'], ['IMP', 'IBA', 'TAS'], ['TAS'], ['TAS'], ['TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IBA', 'TAS'], ['IMP', 'IBA', 'TAS'], ['IBA'], ['IDA', 'ISO', 'IBA', 'TAS'], ['TAS'], ['IDA', 'TAS'], ['TAS'], ['IMP'], ['IBA', 'TAS'], ['IBA', 'TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IDA'], ['IDA'], ['TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IDA', 'IMP', 'IBA'], ['TAS'], ['ISS'], ['TAS'], ['IMP'], ['IDA'], ['IMP'], ['TAS'], ['IBA', 'TAS'], ['IDA'], ['IDA'], ['IMP'], ['TAS'], ['IDA', 'TAS'], ['IDA', 'IMP', 'IBA'], ['TAS'], ['IBA'], ['IMP', 'IBA'], ['IMP'], ['IBA', 'TAS', 'NAS'], ['TAS'], ['IDA', 'IBA'], ['IBA'], ['NAS'], ['IMP'], ['IDA'], ['IBA'], ['IBA'], ['IDA'], ['IBA'], ['IBA'], ['IDA'], ['IBA', 'TAS'], ['IMP'], ['IDA', 'IMP', 'IGI', 'IBA', 'TAS'], ['IMP'], ['IDA', 'IMP'], ['TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IBA', 'TAS'], ['IBA'], ['IC'], ['IMP'], ['IDA'], ['TAS'], ['TAS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS'], ['IDA', 'TAS'], ['IDA'], ['IDA', 'IBA', 'TAS'], ['IMP', 'IBA'], ['IMP'], ['IEP'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IDA', 'TAS'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IMP', 'ISS'], ['IDA'], ['IDA', 'IMP', 'IBA'], ['IMP', 'IBA'], ['IMP', 'IBA', 'TAS', 'NAS'], ['TAS'], ['ISS'], ['IDA', 'IBA', 'TAS'], ['IBA'], ['IDA', 'IMP', 'TAS'], ['IMP', 'TAS'], ['IMP', 'IBA', 'TAS'], ['IMP']]"
GO:BP,GO:0098813,nuclear chromosome segregation,0.0017477925043262287,True,"""The process in which genetic material, in the form of nuclear chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. Nuclear chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:dos]",192,708,39,12414,0.05508474576271186,0.203125,query_1,"['GO:0007059', 'GO:0022402']","['TRIP13', 'ZWINT', 'NCAPD3', 'KIFC1', 'PRC1', 'NDC80', 'KIF2C', 'NCAPG2', 'SMC2', 'CENPF', 'INCENP', 'DLGAP5', 'UBE2C', 'CSNK2A2', 'MAD2L1', 'CDK1', 'KIF23', 'CCNB1', 'AURKB', 'TOP2A', 'PLK1', 'LCMT1', 'ATRX', 'CHMP1B', 'NUMA1', 'DSCC1', 'RACGAP1', 'AKAP8L', 'HDAC8', 'LATS1', 'BUB1B', 'DYNC1LI1', 'NUSAP1', 'CHMP7', 'ECT2', 'CHMP2A', 'ERCC4', 'POGZ', 'BOD1']","[['IMP', 'ISS'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IMP', 'NAS'], ['IBA', 'TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IMP'], ['IBA', 'TAS'], ['IDA', 'TAS'], ['IDA', 'IBA', 'NAS'], ['IBA'], ['NAS'], ['IBA'], ['TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['TAS'], ['IMP', 'IBA', 'TAS'], ['IMP', 'IBA', 'TAS'], ['IDA', 'IMP', 'TAS'], ['IBA'], ['IDA', 'IMP', 'TAS'], ['IMP'], ['IMP'], ['IMP'], ['IMP'], ['IMP', 'IBA'], ['IDA', 'IMP'], ['IMP'], ['IMP'], ['IDA'], ['IBA'], ['IMP'], ['IDA', 'IBA'], ['IMP'], ['IMP'], ['IMP'], ['IBA'], ['IMP'], ['IMP']]"
