Tissue	Gene	m	b
Normal	ACP2	8.012990105032213	-29.376488293756434
Normal	ACP5	5.024623431399803	-33.39306401073512
Normal	ACP6	5.602027463628962	-6.7521468331057335
Normal	ACPP	4.387273599373962	-7.856724813373191
Normal	ACSF2	7.500086353195641	-31.40623047412378
Normal	ACSF3	17.450050988893842	-40.99710119253539
Normal	ACSL3	151.12050182301394	-703.080932918026
Normal	ACSL4	1.6534018714402212	-8.09164929786128
Normal	ACSL5	9.556892735936197	-46.72441500182722
Normal	ACSM3	5.2422532444421455	-10.282156487478385
Normal	ACSS1	11.750299158668973	-40.07365188564161
Normal	ACSS2	2.719003890118197	-12.82452739233154
Normal	ACSS3	5.819118494659334	-13.98632534000122
Normal	ACTB	2.3406889666962694	-23.667173392836485
Normal	ACTG2	6.667048081849199	-22.437011166018124
Normal	ACTN1	118.80574599533908	-600.4033171499494
Normal	ACTN2	3.0832226555284956	-0.3578856098929632
Normal	ACTN4	108.0724685132945	-670.4653566222406
Normal	ACTR1A	103.65583447416563	-543.3614448132312
Normal	ACTR1B	14.245119393955239	-67.19501547020968
Normal	ACTR3B	175.70497478627544	-278.0471438748653
Normal	ACTR5	216.05278966938977	-446.59846163803456
Normal	ACTR8	105.94785439818675	-331.66874979337905
Normal	ACVR1	48.644051102180605	-157.772813076809
Normal	ACY1	6.909689930239858	-21.348478615449302
Normal	ACY3	-2.3140286294761356	-6.734211596537273
Normal	ACYP2	36.65878324010759	-65.04165993164715
Normal	ADA	2.1653870685447787	-4.948834232388533
Normal	ADAL	58.48993783588814	-57.489046045386814
Normal	ADAM15	21.401432675540217	-102.03568966879337
Normal	ADAM28	88.43707466770607	-130.58256030694915
Normal	ADAM9	10.285650389873101	-55.83963938426309
Normal	ADAMTS12	57.85086668758226	-110.73978873688606
Normal	ADAMTS2	22.858240179867796	-47.50242942992828
Normal	ADAMTS4	0.31785477470018775	-1.267847146299169
Normal	ADAMTSL2	9.11458058212251	-20.892749472401537
Normal	ADAMTSL4	25.72731911904294	-104.03056436232886
Normal	ADAR	3.0034459664349753	-18.961310540738268
Normal	ADAT1	130.4835134125648	-422.6555814717465
Normal	ADCK1	43.901526584291865	-62.2234105459032
Normal	ADCK5	120.84764293164147	-182.23534965767982
Normal	ADCY9	22.80003024103582	-77.74030709165393
Normal	ADGRE2	3.098981086538536	-2.9307279059719797
Normal	ADGRE5	7.33934847584401	-39.995773332605694
Normal	ADGRF1	8.761839710662596	-11.184585722619918
Normal	ADGRF5	4.7269351146164515	-32.37423601088621
Normal	ADGRG1	6.031091823041847	-14.97426242722894
Normal	ADGRG3	1.4807470926111976	-0.3945131425970065
Normal	ADGRG6	3.6795208288890184	-14.31932342816033
Normal	ADGRL2	2.9403402544753137	-13.742280086403138
Normal	ADGRL3	2.5319703570868546	-2.4528954519067594
Normal	ADGRL4	6.998627145566256	-21.26494562971623
Normal	ADH1B	5.712015071380336	-39.015552882287324
Normal	ADH1C	159.6942267337897	-223.67941603906687
Normal	ADH5	7.6561398393677305	-42.731054841006646
Normal	ADH7	1.7916610559318344	3.894210962558001
Normal	ADHFE1	41.46352014416527	-130.38389859383813
Normal	ADI1	136.1254037294872	-528.5856138890247
Normal	ADIRF	5.864859646841323	-38.17497792723604
Normal	ADK	2.544108400150662	-10.497282147122924
Normal	ADNP	10.340173369976684	-44.000638508077046
Normal	ADO	10.30983593945482	-29.925796544255338
Normal	ADPRH	7.411655124792428	-22.01599566558315
Normal	ADPRHL2	103.67586412778469	-407.82657350193205
Normal	ADRM1	119.82760390950878	-588.7116837687568
Normal	ADSL	160.54763814780654	-496.66682157717986
Normal	ADSS	9.200155117709173	-39.89916404625267
Normal	ADSSL1	7.646519831842157	-6.033005560634948
Normal	AEBP1	2.5224726170086256	-12.05524808447831
Normal	AES	21.10559971727252	-138.22538497313948
Normal	AFAP1L1	2.291321888866537	-7.730618223685094
Normal	AFAP1L2	1.8066313530038667	-3.151671937373506
Normal	AFG3L2	122.23148824915185	-497.2672855442631
Normal	AGA	5.93546312981505	-19.64842355288358
Normal	AGAP2	8.751342995161014	-9.43950083401637
Normal	AGAP3	8.152411640886786	-27.81912188116881
Normal	AGER	5.876482779223972	-48.92454295486817
Normal	AGFG1	13.550813269513695	-57.08920678868187
Normal	AGFG2	3.754300650241765	-7.384517602747407
Normal	AGGF1	165.73099830255825	-574.8861215995638
Normal	AGK	147.3377998633292	-450.61738284662135
Normal	AGO1	29.210344911270443	-81.2087744569409
Normal	AGO2	4.08126439561795	-12.908026026712763
Normal	AGO3	152.49701535194697	-396.31715004298565
Normal	AGO4	24.04002950570877	-93.54970007039485
Normal	AGPAT3	39.93992745456277	-139.45343680067663
Normal	AGPAT4	107.36398411836632	-281.0745216812534
Normal	AGPAT5	211.47786857373399	-540.1763322890168
Normal	AGR2	8.31812478445188	-42.0870596667934
Normal	AGR3	2.410117137091775	-14.034532476948796
Normal	AGTPBP1	7.8276289800672885	-34.92883489501007
Normal	AGTRAP	89.11547054178459	-391.4591999480527
Normal	AHCY	16.60211840766429	-74.57014263458471
Normal	AHCYL1	112.09592143122082	-554.1375540659594
Normal	AHCYL2	9.851106124020207	-49.837624174392694
Normal	AHDC1	11.557433850483646	-11.871984105446835
Normal	AHNAK	10.68886640300313	-90.40821956813201
Normal	AHNAK2	1.6085976577660266	-3.595628843016116
Normal	AHR	129.66238886880487	-801.6944195677327
Normal	AHSA1	4.154475975879138	-20.24025659530453
Normal	AHSP	4.474096476680425	11.756273015192638
Normal	AIDA	36.61710402191584	-140.51122912574834
Normal	AIF1	3.0403985791508368	-16.54427259107097
Normal	AIF1L	2.9902362566207787	-7.037782371151915
Normal	AIFM1	9.527072208889939	-26.331972981770473
Normal	AIMP1	227.24538984871194	-789.3898758520186
Normal	AIMP2	51.929710082538854	-119.77243400115945
Normal	AIP	55.435915658989465	-281.2728003382069
Normal	AJUBA	2.456222260915712	-6.712763385183167
Normal	AK1	3.4887965914933696	-14.589578879003376
Normal	AK2	21.776560147366844	-95.41544522317456
Normal	AK3	19.98692667548454	-76.87460293955671
Normal	AK4	4.3406150378238655	-0.6123473234586195
Normal	AK6	114.13354239097009	-269.03141223373893
Normal	AK9	108.67487900991046	-165.4887258361665
Normal	AKAP1	3.6618523495928113	-14.61419757429605
Normal	AKAP10	16.285563261541196	-64.99782299852491
Normal	AKAP11	148.455633300205	-622.4723212036097
Normal	AKAP12	21.239744010600948	-102.45744371813271
Normal	AKAP13	4.185208668560118	-26.516349040605956
Normal	AKAP17A	-14.156357712339236	51.98713081749684
Normal	AKAP2	23.27069970145664	-145.14290612633826
Normal	AKAP7	89.19771384743434	-257.7147829384174
Normal	AKAP8	225.75192418546774	-794.3166570568792
Normal	AKAP8L	85.73561346019962	-386.1150184978467
Normal	AKNA	62.18805890640272	-227.83838754253216
Normal	AKR1B10	16.808175468240997	50.02143815271789
Normal	AKR1C1	11.396678784666381	-27.75551178255403
Normal	AKR1C2	141.4499249213483	-228.69302602684232
Normal	AKR1C3	4.387458622743786	-17.70974425828877
Normal	AKR1C4	163.10484371375625	91.73293602736524
Normal	AKR7A2	10.428740303166412	-45.37727483607385
Normal	AKR7A3	110.8414072916669	113.51949943973096
Normal	AKT1	112.533910680206	-560.0575903386178
Normal	AKT2	150.93395071664432	-544.9321555778524
Normal	AKT3	9.152960520048264	-37.21998119028847
Normal	AKTIP	71.21871305398008	-282.1704303541074
Normal	ALAD	81.47848295976983	-290.7580768019546
Normal	ALCAM	6.98763764317873	-43.627920603837666
Normal	ALDH18A1	158.15198290527812	-546.3271699869282
Normal	ALDH1A1	3.569541507042371	-23.106493981493546
Normal	ALDH1A3	2.1334456433510995	-5.945671707304028
Normal	ALDH1B1	8.092909403983393	-20.715367914510203
Normal	ALDH1L1	4.648399702632695	3.790486594238187
Normal	ALDH1L2	3.8210891506126123	-4.934149677528022
Normal	ALDH2	13.44624841380856	-70.73627540912558
Normal	ALDH3A2	6.519148094243264	-35.61812583821256
Normal	ALDH5A1	4.890584872096766	-12.67792305471835
Normal	ALDH6A1	5.085820925317452	-16.195155547902612
Normal	ALDH7A1	3.674913741815774	-10.077252930955328
Normal	ALDOA	5.838303398519368	-36.97876491745811
Normal	ALDOB	6.10031731930209	8.651036117590172
Normal	ALDOC	3.1844587446214345	-8.579626452307327
Normal	ALG1	9.337988235442158	-19.47819537930298
Normal	ALG11	130.94970134531664	-243.9215112346779
Normal	ALG12	55.46742465129708	-129.4758340116132
Normal	ALG14	25.731386213260173	-5.712007190079638
Normal	ALG2	11.539373787982747	-45.46500444861516
Normal	ALG3	133.44655128025292	-322.602274183013
Normal	ALG5	15.126934496902877	-63.47785273825296
Normal	ALG6	22.112044695785308	-48.742453464354945
Normal	ALKBH3	104.63385807242209	-394.3181859674323
Normal	ALKBH4	75.00212469038851	-110.75818227351996
Normal	ALKBH5	16.249452068808278	-80.60933042013544
Normal	ALKBH8	107.17482063572339	-216.01407872983646
Normal	ALOX15	1.9406452149397675	-2.8346430600390744
Normal	ALOX15B	1.8410604708706446	-7.838465861961904
Normal	ALPK1	16.141110139839203	-54.56484534910338
Normal	ALPK3	183.1156559796982	-390.5725739876292
Normal	ALPL	2.753316412488986	-15.447430916908917
Normal	ALS2	120.68994828602737	-372.6543515299843
Normal	ALYREF	123.28744631904505	-510.46202190123813
Normal	AMACR	-7.890190614548622	14.76101947084998
Normal	AMBRA1	150.19473209638258	-532.3767817770294
Normal	AMDHD1	5.574943983067342	3.427569416755327
Normal	AMFR	79.2802415103929	-410.02496053432554
Normal	AMN1	93.85757270888071	-124.18773768653975
Normal	AMOT	13.760242947956563	-20.14669282718491
Normal	AMOTL1	5.657767183506041	-25.882956763798976
Normal	AMPD2	1.336703308415923	-4.160553337119449
Normal	AMY1B	35.12392470157281	164.18968903705345
Normal	ANGEL2	20.67157368474606	-69.1848895270445
Normal	ANGPT1	4.48619849326573	-20.977994363956906
Normal	ANGPT2	18.073368122248265	-34.084611301856064
Normal	ANGPTL4	2.153154762174389	-6.020288551667837
Normal	ANK1	5.3583317358792755	14.21693886553121
Normal	ANK3	4.551757981663684	-16.287538950099016
Normal	ANKFY1	3.1793196690047485	-12.81169787372778
Normal	ANKLE2	13.809706316253278	-50.922027078521204
Normal	ANKMY2	6.549950136302046	-22.07747451944794
Normal	ANKRD10	147.11917053752705	-800.9367133452729
Normal	ANKRD13A	13.604776409064977	-63.702228968343064
Normal	ANKRD17	130.48625604811843	-588.7946759297247
Normal	ANKRD22	2.3794664357474145	-4.084500161664092
Normal	ANKRD27	8.535751216897069	-26.560531121175515
Normal	ANKRD28	0.4493912461998939	-1.9269578026769454
Normal	ANKRD44	3.6702298670912543	-16.166291368189377
Normal	ANKRD49	-21.034137009691246	50.60257707842615
Normal	ANKRD50	7.297032377257879	-29.433092761670046
Normal	ANKRD52	146.33557553841823	-300.69880830099873
Normal	ANKRD54	22.30175864518034	-52.948491728620134
Normal	ANKS1A	1.636798891397545	-6.244179612120406
Normal	ANKZF1	157.51862455939246	-609.0669129334321
Normal	ANLN	170.03301826090694	21.140073368902637
Normal	ANO2	20.020770332104146	-55.22671685603504
Normal	ANO6	7.037825456681594	-36.20187104339716
Normal	ANOS1	3.7471295436396614	-17.5528206001843
Normal	ANP32E	11.833566649785999	-44.61580800677484
Normal	ANTXR1	3.222898360554041	-14.24876699103267
Normal	ANTXR2	25.46091370059538	-93.20170862639999
Normal	ANXA1	-4.492291676790956	35.91658673710494
Normal	ANXA11	7.508657542406709	-37.34176907171663
Normal	ANXA2	55.2929011258517	-491.2026419551314
Normal	ANXA4	4.487239796555896	-22.806662163072808
Normal	ANXA5	14.358765333899433	-111.00321509795084
Normal	ANXA6	9.290350756076597	-58.405851980237465
Normal	ANXA7	29.20764101904496	-165.3587948015447
Normal	ANXA8	3.0709808770530014	-0.312936594498288
Normal	AOC1	2.729585036438196	5.804737529350978
Normal	AOC3	5.795022033727361	-27.73269578595472
Normal	AOX1	2.866176866144679	-8.70615854004074
Normal	AP1AR	-23.321352249285894	71.81113620098795
Normal	AP1G1	137.46032042752708	-625.8977826149337
Normal	AP1G2	149.1891870924195	-609.0220734606821
Normal	AP1M2	121.72287806587919	-471.2933042651949
Normal	AP1S2	16.289938982740313	-52.094179076813624
Normal	AP2A1	11.488376532383496	-42.07891326662953
Normal	AP2A2	93.0644984053333	-376.234308096167
Normal	AP3M2	144.6497351150128	-450.46973533948096
Normal	AP3S1	159.11664950473516	-692.86539489127
Normal	AP4S1	132.16619384817443	-227.89099578465326
Normal	AP5M1	200.74521008404434	-508.7265110050242
Normal	APAF1	9.110181658671705	-25.737230168829484
Normal	APBA1	13.83450854024336	-5.918282507395701
Normal	APBA2	26.767492781583822	-30.710632717236383
Normal	APBB1	6.167976009073847	-21.18528687309539
Normal	APBB2	5.528044529809696	-21.104302950737523
Normal	APEH	143.60784124699944	-604.2688220903896
Normal	APEX1	18.585568410829502	-95.5685299428182
Normal	APLF	35.36493991437423	-73.34787903340978
Normal	APLP2	9.10691844724131	-74.2852490102836
Normal	APMAP	11.563094413941483	-59.920464048210576
Normal	APOA1	158.4495419947139	80.3253057123533
Normal	APOBEC3C	3.7059801792645777	-11.291641675852647
Normal	APOBEC3F	21.037051865483328	-9.432990267473906
Normal	APOBEC3G	1.9845018278237825	-6.290205807062699
Normal	APOE	4.724765419495287	-35.454249530086486
Normal	APOH	3.2183255368059496	-2.5615596345086318
Normal	APOL2	5.111795814817499	-21.63017759175641
Normal	APOL3	5.13417630856934	-22.798579155839214
Normal	APOM	129.48335596829867	-113.07243862259848
Normal	APOO	14.201268051885737	-31.081920707552996
Normal	APOOL	110.24911006841765	-174.16655172678176
Normal	APRT	6.07887750536126	-30.508374613280413
Normal	APTX	53.08468646264303	-170.39951950643507
Normal	AQP1	5.690832931453891	-44.95910286284511
Normal	AQP3	18.44107840821605	-109.43926630516789
Normal	ARAF	31.12557636954738	-122.42814037812482
Normal	ARAP2	6.603794322062003	-30.814323422797912
Normal	ARAP3	1.8849319859549147	-3.856126823681274
Normal	ARCN1	9.756055181667955	-50.44164986761606
Normal	ARF4	7.827876139507482	-46.4507092469165
Normal	ARF5	49.992292194949755	-264.963699462233
Normal	ARF6	139.12058342761404	-647.165993176823
Normal	ARFGAP1	114.32013413227101	-436.71655517782403
Normal	ARFGAP2	129.59760481250348	-640.0462305032488
Normal	ARFGAP3	6.2942272329652305	-30.819216900596768
Normal	ARFGEF1	6.925710886915948	-34.00110342203344
Normal	ARFGEF2	8.665918426747202	-37.58886772048897
Normal	ARFGEF3	2.0127127824128874	-8.469159430664137
Normal	ARFIP1	29.067947320075145	-107.1128429905568
Normal	ARFIP2	14.728534884475945	-48.82150419871927
Normal	ARFRP1	81.11876553493806	-259.07285048012824
Normal	ARG1	5.0790617724154075	-3.6367258143362022
Normal	ARG2	7.796550853314384	-9.954674739317161
Normal	ARGLU1	137.7657359641574	-822.4915996984706
Normal	ARHGAP1	9.73564987803369	-37.62304059615889
Normal	ARHGAP10	8.505129441448691	-33.96067859575717
Normal	ARHGAP12	4.922512906000064	-22.090253645991233
Normal	ARHGAP17	201.1823613367397	-720.4314029785202
Normal	ARHGAP18	4.544075677764549	-23.424327891273737
Normal	ARHGAP21	8.561114359344232	-41.06917928807632
Normal	ARHGAP24	4.776198671917329	-13.901254611024997
Normal	ARHGAP25	3.537048983742486	-12.609001963782658
Normal	ARHGAP26	2.4925298816418606	-8.644163193906108
Normal	ARHGAP27	4.954870470124112	-14.86210503596486
Normal	ARHGAP29	3.0049207433884764	-13.522972152110892
Normal	ARHGAP31	8.367414647001478	-38.07016539438456
Normal	ARHGAP32	12.586109819109229	-31.090614886408606
Normal	ARHGAP35	2.8611889253600604	-11.845129154752565
Normal	ARHGAP4	2.377957867463319	-9.119847656540896
Normal	ARHGAP42	8.28584614139006	-24.76810699960279
Normal	ARHGAP44	4.95535880732082	-15.710341485034169
Normal	ARHGAP5	2.906971857647527	-13.634543611042593
Normal	ARHGAP6	4.049782314999425	-8.34823635918154
Normal	ARHGAP9	1.902494033850846	-4.825184233787522
Normal	ARHGDIA	-5.205347184020872	26.762109729515217
Normal	ARHGDIB	3.1177152386528406	-21.743461021364993
Normal	ARHGEF1	4.819425124093953	-21.616624073170097
Normal	ARHGEF10	2.976437419391415	-9.687837763213398
Normal	ARHGEF11	8.141963755376722	-29.73121324615908
Normal	ARHGEF12	4.086427610956074	-23.090937439017527
Normal	ARHGEF16	82.11062369609645	-120.3498417489482
Normal	ARHGEF18	7.698500528324776	-27.264647669903656
Normal	ARHGEF2	2.172712215871749	-11.548373559024808
Normal	ARHGEF26	4.484757015363695	-18.711306583990467
Normal	ARHGEF28	12.097406484918366	-38.52752556882057
Normal	ARHGEF3	23.590126974229996	-98.4168599829664
Normal	ARHGEF37	2.04028079301472	-3.0490529000376694
Normal	ARHGEF38	263.50074531867165	-816.7320062554036
Normal	ARHGEF40	2.440325362086334	-7.648990503458676
Normal	ARHGEF5	1.0965045691318325	-2.594706009477965
Normal	ARHGEF6	15.187169629996204	-70.16158168887175
Normal	ARHGEF7	130.19600738270287	-467.3792546632234
Normal	ARID2	138.31058286916934	-504.2628012932776
Normal	ARID3A	130.26495638905632	-111.3798997695746
Normal	ARID4A	7.14059146431672	-25.395872789467195
Normal	ARID5B	22.339503387514572	-90.29123398488437
Normal	ARIH1	112.81518822807374	-344.64409926286953
Normal	ARIH2	168.9193296979055	-706.8014348650588
Normal	ARL1	145.41154549775152	-630.918742569117
Normal	ARL2	33.568415066059856	-169.62919206475547
Normal	ARL2BP	20.942113537370066	-43.3202700659843
Normal	ARL3	4.7500718260772645	-10.400262369211763
Normal	ARL5B	8.37159159567942	-29.359681176231305
Normal	ARL6IP4	121.87771550346403	-597.6117455143826
Normal	ARL6IP5	9.972572247740452	-62.11667418121008
Normal	ARMC10	147.2925290275275	-510.63787221116837
Normal	ARMC4	2.0293817397510803	-2.046350873368875
Normal	ARMC6	121.19470528077346	-329.2848279702402
Normal	ARMC9	125.98624702548982	-265.2487776389836
Normal	ARMCX1	8.260366423255348	-29.524796324644942
Normal	ARMCX2	8.657087773503337	-28.012400762298736
Normal	ARMCX3	160.98547681064224	-714.7533960280133
Normal	ARNT	25.046810819002747	-113.82929185839643
Normal	ARNTL	102.58021831921768	-378.9295238774996
Normal	ARPC1A	22.910743612455786	-124.73256570989716
Normal	ARPC3	3.9146149554743412	-27.179482873002065
Normal	ARPP19	21.004925474486196	-106.85241821254061
Normal	ARRB1	4.4786436070387605	-23.51060210790125
Normal	ARRDC1	17.17896158614773	-72.16154102098653
Normal	ARSA	7.22187659000512	-25.140447197959343
Normal	ARSB	12.94135577112707	-32.150428469929146
Normal	ARSD	4.107018635402144	-17.289611876200123
Normal	ARSE	217.75311686013418	-50.232822876455955
Normal	ART4	2.3807799588855194	-1.207546531399335
Normal	AS3MT	2.1250885201630383	-3.9907877174701762
Normal	ASAP1	1.1800576273684669	-3.783016161918661
Normal	ASAP2	2.9277879244381277	-7.443135009470332
Normal	ASAP3	3.632909298383823	-11.987844047539962
Normal	ASB6	158.85099740377552	-311.18495828749326
Normal	ASCC3	3.2679870538484828	-12.133306778324776
Normal	ASF1B	192.34836723992964	43.176058179302125
Normal	ASH1L	119.30759362157742	-549.6870245205944
Normal	ASH2L	12.694674149175318	-41.66176781493917
Normal	ASL	4.627287394823035	-19.10739390536177
Normal	ASMTL	11.170735920438679	-36.46272156198778
Normal	ASNA1	10.588041917521434	-49.571833163351705
Normal	ASNS	35.68402333157496	-104.62096275367344
Normal	ASNSD1	179.35360479275093	-752.7649789957123
Normal	ASPA	3.8848755994741286	-2.150652324043115
Normal	ASPH	5.402505133726462	-23.018790281456667
Normal	ASPSCR1	3.3255694364736414	-9.228020689509544
Normal	ASRGL1	2.8895736097735094	-8.77436428016865
Normal	ASS1	3.391845951149258	-14.894204583604168
Normal	ATAD1	109.4613925121393	-449.87025982520214
Normal	ATAD2	137.9351675617121	-366.6631387334556
Normal	ATAD3A	31.96721936760959	-52.16754275752992
Normal	ATAT1	83.17750733433361	-48.6443245193463
Normal	ATE1	15.298422673025879	-52.91812547904125
Normal	ATF1	123.59705784864089	-407.63534049310124
Normal	ATF2	45.96033406372411	-195.53014318346646
Normal	ATF7IP	29.50011321264539	-122.89310569503618
Normal	ATG13	126.51815086259896	-471.0589830098045
Normal	ATG14	103.6966369583842	-334.2058867392856
Normal	ATG16L1	111.60406776845247	-407.934390031908
Normal	ATG2B	80.40811960201427	-276.70767616790073
Normal	ATG4A	60.421762013703294	-185.464013654828
Normal	ATG4B	163.16172544043093	-573.1743271602354
Normal	ATG5	119.1448342194005	-404.71045165740134
Normal	ATG9A	28.943026035599587	-100.08939904649876
Normal	ATIC	1.9520488644568357	-5.339760249347503
Normal	ATL1	6.569423299013313	-15.237127989192777
Normal	ATL2	93.98030276621529	-424.67058059125156
Normal	ATL3	36.65632140882751	-174.2423421367838
Normal	ATM	6.995186912631411	-28.487014191093767
Normal	ATN1	-4.025589138017391	10.501929317433829
Normal	ATP11A	2.9398034329004648	-15.888944076026394
Normal	ATP11B	68.50623930036619	-307.72982100654673
Normal	ATP11C	163.73899201900954	-468.06216670553704
Normal	ATP13A1	6.53666562643163	-19.63391612869563
Normal	ATP13A2	-17.250704611636305	49.8625256161143
Normal	ATP13A3	6.142656159438006	-27.170915107338832
Normal	ATP13A4	6.030295663574593	-34.54361937759573
Normal	ATP1A1	112.98416597666468	-850.4644029649
Normal	ATP1B1	-30.227840001416325	181.2366174508836
Normal	ATP1B3	67.17830357979625	-392.98955522928907
Normal	ATP23	-8.98145317761767	14.015312681616386
Normal	ATP2A2	8.213313579193002	-42.75291193756579
Normal	ATP2B1	-4.466946388588437	19.736293606987715
Normal	ATP2B4	10.247842269717465	-55.36253558785614
Normal	ATP2C2	63.058991774540246	-246.5313285896125
Normal	ATP5S	-9.485203173048665	20.241784156092038
Normal	ATP6V0A2	119.47427749095004	-315.2159081981945
Normal	ATP6V0A4	53.28925358960634	92.15907431127077
Normal	ATP6V1A	5.121625619218676	-25.571407155090185
Normal	ATP6V1E1	9.30466171162319	-56.30200777998653
Normal	ATP6V1F	3.1823559162046715	-17.24022972132455
Normal	ATP6V1G1	15.558632761158071	-93.44212182563986
Normal	ATP6V1H	6.377127062512622	-26.025038572344787
Normal	ATP7A	125.68384896440323	-381.5770377458302
Normal	ATP8A1	3.216823707978295	-14.348039751314555
Normal	ATP8B1	19.750266270091707	-77.33314348090835
Normal	ATP9A	4.206355010380319	-17.12481986567945
Normal	ATPAF1	171.88250916750545	-526.1975094241687
Normal	ATR	131.12022251800752	-462.7081593021886
Normal	ATRN	134.26255442211698	-497.49024155004474
Normal	ATRX	47.24084966933358	-209.42434982558223
Normal	ATXN1	26.283125828189025	-95.58649139080612
Normal	ATXN10	8.575627043342363	-38.58661940945875
Normal	ATXN1L	41.802093430151125	-144.52209721952477
Normal	ATXN2	183.7573498213041	-662.17841675211
Normal	ATXN2L	-1.8575006565473735	4.7492414254386555
Normal	ATXN3	7.123248363654034	-10.701031653082604
Normal	ATXN7	59.09526213586046	-229.94197176391282
Normal	ATXN7L3	167.2445957269051	-595.347614381948
Normal	ATXN7L3B	122.46527856958954	-481.99772406906095
Normal	AUH	28.034800696937538	-103.27561813706187
Normal	AUP1	106.09159859797367	-563.2172396213456
Normal	AURKAIP1	123.35170374173815	-495.63777004854416
Normal	AURKB	127.65633862348754	89.84593424892704
Normal	AUTS2	119.76065770991276	-294.88275675891566
